LASTNAME,FIRSTNAME,MIDDLENAME,SUFFIX,BIRTHDATE,SEX,CITY,POSITION,BARANGAY
MARIN,ROSE ANN,SOLANOY,,,,ROXAS,SK Member,San Isidro
MARIANO,RONDELL,AGUILAR,,,,ROXAS,SK Member,San Isidro
BALANZA,MARIAN JANE,AMAR,,,,ROXAS,SK Member,San Isidro
ESPINO,JACOB,GABAYNO,,,,ROXAS,SK Member,San Isidro
DOMINO,KIMBERLY,F.,,,,ROXAS,Barangay Treasurer,San Isidro
SOLANOY,REGINA,F.,,,,ROXAS,Barangay Secretary,San Isidro
TALAMISAN,DANNY,GABAYNO,,,,ROXAS,Punong Barangay,San Jose
GAN,REDENTOR,REPE,,,,ROXAS,Sangguniang Barangay Member,San Jose
FANCUBIT,FERNANDO,GABAYNO,,,,ROXAS,Sangguniang Barangay Member,San Jose
GABAYNO,HENRY,FORCA,,,,ROXAS,Sangguniang Barangay Member,San Jose
AGUIRRE,JANRIE,GABUCO,,,,ROXAS,Sangguniang Barangay Member,San Jose
LABAN,GILBERT,CASA,,,,ROXAS,Sangguniang Barangay Member,San Jose
GABAYNO,SALLY,AQUINO,,,,ROXAS,Sangguniang Barangay Member,San Jose
GAN,RENATO,GALARIO,,,,ROXAS,Sangguniang Barangay Member,San Jose
DE LEON,ROBERT,CLEMENTE,,,,ROXAS,SK Chairperson,San Jose
GALIGA,JAY PEE,SABA,,,,ROXAS,SK Member,San Jose
MINGO,APPLE,GABAYNO,,,,ROXAS,SK Member,San Jose
GAIN,ERICKA MAE,SABA,,,,ROXAS,SK Member,San Jose
DAPADAP,FELMAR,,,,,ROXAS,SK Member,San Jose
GOCO,KENNETH,FILLARCA,,,,ROXAS,SK Member,San Jose
CAMACHO,WAREN,ANTONIO,,,,ROXAS,SK Member,San Jose
SABA,KRISHA MAE,BELARMINO,,,,ROXAS,SK Member,San Jose
BANDIOLA,MARK,FANCUBIT,,,,ROXAS,Barangay Treasurer,San Jose
ONTE,MARIA,GURO,,,,ROXAS,Barangay Secretary,San Jose
EMONO,RAMEL,SOLIS,,,,ROXAS,Punong Barangay,San Mariano
MORTEL,REGGIE,MACHADO,,,,ROXAS,Sangguniang Barangay Member,San Mariano
GABAY,ALFIE,REANDILAR,,,,ROXAS,Sangguniang Barangay Member,San Mariano
CALATON,ENGRACIO,ARELLANO,,,,ROXAS,Sangguniang Barangay Member,San Mariano
FABULA,REGGIE,FADRIQUELA,,,,ROXAS,Sangguniang Barangay Member,San Mariano
GADON,RAMY,NOCHE,,,,ROXAS,Sangguniang Barangay Member,San Mariano
REYES,MARLITO,CADANG,,,,ROXAS,Sangguniang Barangay Member,San Mariano
DOMINGUEZ,ALICIA,FESTIN,,,,ROXAS,Sangguniang Barangay Member,San Mariano
RAMOS,JOHN LAURENCE,,,,,ROXAS,SK Chairperson,San Mariano
MARIANO,ANGELO,DALISAY,,,,ROXAS,SK Member,San Mariano
GADON,LOREN,CAWALING,,,,ROXAS,SK Member,San Mariano
MAGSAYO,MARK JOHN,VILLANUEVA,,,,ROXAS,SK Member,San Mariano
MACAHILIG,ROSE JANETTE,GARABIAG,,,,ROXAS,SK Member,San Mariano
GALA,JOVALYN,SARON,,,,ROXAS,SK Member,San Mariano
PEDOC,JAIDENE,EDUARDO,,,,ROXAS,SK Member,San Mariano
AQUINO,RAFFY,MONTESA,,,,ROXAS,SK Member,San Mariano
LAGO,RENATO,LABIAL,JR,,,ROXAS,Barangay Treasurer,San Mariano
MACAAHILIG,ANTONIO,EVANGELIO,,,,ROXAS,Barangay Secretary,San Mariano
OLARTE,CONRADO,ARTIZA,,,,ROXAS,Punong Barangay,San Miguel
GARCIA,FREDDIE,D,,,,ROXAS,Sangguniang Barangay Member,San Miguel
YESCA,RODENA,G,,,,ROXAS,Sangguniang Barangay Member,San Miguel
COCHING,ENRIQUE,E,,,,ROXAS,Sangguniang Barangay Member,San Miguel
FALSARIO,SONNY,C,,,,ROXAS,Sangguniang Barangay Member,San Miguel
OLARTE,RODELIO,S,,,,ROXAS,Sangguniang Barangay Member,San Miguel
SIQUIJOR,GODOFREDO,O,,,,ROXAS,Sangguniang Barangay Member,San Miguel
MONTENEGRO,MARIO,S,,,,ROXAS,Sangguniang Barangay Member,San Miguel
GERVACIO,ALISTER,TIGAO,,,,ROXAS,SK Chairperson,San Miguel
YESCA,RICA JANE,GEGUILLAN,,,,ROXAS,SK Member,San Miguel
GARCIA,JERICHO,GABANAN,,,,ROXAS,SK Member,San Miguel
ATILANO,JAY LESTER,GREGORIO,,,,ROXAS,SK Member,San Miguel
CASTILLO,LESTER,SIOCO,,,,ROXAS,SK Member,San Miguel
MORALES,MARIA LEIDA,SORIANO,,,,ROXAS,SK Member,San Miguel
BASEA,ALTHEA MAEI,MEREZ,,,,ROXAS,SK Member,San Miguel
MIÑANO,IVY QUEEN STEPHANY,COCHING,,,,ROXAS,SK Member,San Miguel
FRUELDA,MARIFE,M,,,,ROXAS,Barangay Treasurer,San Miguel
ALABE,SILVERIO,E,,,,ROXAS,Barangay Secretary,San Miguel
ALCORAN,JERRY,DELA PENA,,,,ROXAS,Punong Barangay,San Rafael
DELA PENA,PEPITO,CUYA,,,,ROXAS,Sangguniang Barangay Member,San Rafael
COCHING,DANILO,IGNACIO,,,,ROXAS,Sangguniang Barangay Member,San Rafael
MARALIT,JOSEPH,PETORAL,,,,ROXAS,Sangguniang Barangay Member,San Rafael
SAPILAN,JOAN,BALLESTEROS,,,,ROXAS,Sangguniang Barangay Member,San Rafael
BALLESTEROS,DIGNA,VILLANUEVA,,,,ROXAS,Sangguniang Barangay Member,San Rafael
VILLANUEVA,ROWENA,MENDOZA,,,,ROXAS,Sangguniang Barangay Member,San Rafael
,,,,,,ROXAS,Sangguniang Barangay Member,San Rafael
MENDOZA,ANGEL JESSA,DELA PEÑA,,,,ROXAS,SK Chairperson,San Rafael
SALVADOR,CYRON,MACALUM,,,,ROXAS,SK Member,San Rafael
CAYETANO,ZYRON,BALLESTEROS,,,,ROXAS,SK Member,San Rafael
CANO,MARK JOSEPH,MANRIQUE,,,,ROXAS,SK Member,San Rafael
DIMAANO,ANGEL MIRA,ARACIEL,,,,ROXAS,SK Member,San Rafael
DELA PEÑA,KENNETH JUNE,COCHING,,,,ROXAS,SK Member,San Rafael
QUIAMCO,VANESSA,BRITANICO,,,,ROXAS,SK Member,San Rafael
MANALO,HARRY,FEDALINO,,,,ROXAS,SK Member,San Rafael
MOLINA,ALEXANDER,MINGARINE,,,,ROXAS,Barangay Treasurer,San Rafael
SALMORIN,JOCELYN,GARA,,,,ROXAS,Barangay Secretary,San Rafael
SADIWA,RIGOR,RIVAS,,,,ROXAS,Punong Barangay,San Vicente
SESCAR,CHERLY,GABAY,,,,ROXAS,Sangguniang Barangay Member,San Vicente
FADEROG,RONNIE,INOCENCIO,,,,ROXAS,Sangguniang Barangay Member,San Vicente
ORENCIO,JOSEPH,FERE-IRA,,,,ROXAS,Sangguniang Barangay Member,San Vicente
ABON,BASTE,HUMAY,,,,ROXAS,Sangguniang Barangay Member,San Vicente
SISON,ROGER,DEMAS,,,,ROXAS,Sangguniang Barangay Member,San Vicente
SESCAR,RODEL,SOLABO,,,,ROXAS,Sangguniang Barangay Member,San Vicente
ORENCIO,RODERICK,MAGBANUA,,,,ROXAS,Sangguniang Barangay Member,San Vicente
SESCAR,RENE,SELOSA,JR.,,,ROXAS,SK Chairperson,San Vicente
SESCAR,MARK RONEL,GABAY,,,,ROXAS,SK Member,San Vicente
AMAR,ANTONETTE,MABUNGA,,,,ROXAS,SK Member,San Vicente
GUTIERREZ,MARK KEVIN,LORENA,,,,ROXAS,SK Member,San Vicente
ANTAW,JINA MEA,TALON,,,,ROXAS,SK Member,San Vicente
FERE-IRA,GHIZIEL,UNDAY,,,,ROXAS,SK Member,San Vicente
LUBID,MARK GIL,DIGNAY,,,,ROXAS,SK Member,San Vicente
SOLMAY,LORELYN,SOLMAY,,,,ROXAS,SK Member,San Vicente
GADO,ELIZABETH,FADEROG,,,,ROXAS,Barangay Treasurer,San Vicente
CASIDSID,CATHERINE,REYES,,,,ROXAS,Barangay Secretary,San Vicente
EVORA,BENEDICTO,DE CLARO,,,,ROXAS,Punong Barangay,Uyao
GONDRA,ELMER,REGACHO,,,,ROXAS,Sangguniang Barangay Member,Uyao
GAIN,LUZVIMINDA,GALINDEZ,,,,ROXAS,Sangguniang Barangay Member,Uyao
DALISAY,REY,GALICIA,,,,ROXAS,Sangguniang Barangay Member,Uyao
GUEVARRA,RANDY,GALICIA,,,,ROXAS,Sangguniang Barangay Member,Uyao
GUARTE,WELITO,GALINDEZ,,,,ROXAS,Sangguniang Barangay Member,Uyao
GABALES,ELMER,DOMINGO,SR.,,,ROXAS,Sangguniang Barangay Member,Uyao
,,,,,,ROXAS,Sangguniang Barangay Member,Uyao
FALSARIO,KIMBERLY,MARQUEZ,,,,ROXAS,SK Chairperson,Uyao
GANORIA,CARL JADE,NACIONALES,,,,ROXAS,SK Member,Uyao
DELA CRUZ,DANICA MAE,MANALO,,,,ROXAS,SK Member,Uyao
SECLON,ADRIAN,BALUNTONG,NONE,,,ROXAS,SK Member,Uyao
CIEGO,CHRISTINE JOY,GALICIA,,,,ROXAS,SK Member,Uyao
SOLANGON,ARMAN,MANGUBAT,,,,ROXAS,SK Member,Uyao
GUEVARRA,FLORECEL,BALIGUAT,,,,ROXAS,SK Member,Uyao
GABALES,L-JAY,GAIN,,,,ROXAS,SK Member,Uyao
CALIBARA,TERESITA,ANTONIO,,,,ROXAS,Barangay Treasurer,Uyao
VILUAN,APRIL,GABALES,,,,ROXAS,Barangay Secretary,Uyao
COCHING,NORA,VALENCIA,,,,ROXAS,Nutrition Scholar,Uyao
TALADTAD,SIMEON,LACHICA,,,,ROXAS,Barangay Tanod,Uyao
LUCAS,RENE,DALISAY,,,,ROXAS,Barangay Tanod,Uyao
SALMORIN,ROBERTO,FALLARNA,,,,ROXAS,Barangay Tanod,Uyao
FRANCISCO,MELVIN,GALICIA,JR.,,,ROXAS,Barangay Tanod,Uyao
BARCENA,NESTOR,MORAUDA,,,,ROXAS,Barangay Tanod,Uyao
MANAYON,WARLITO,CONSTANTINO,,,,ROXAS,Barangay Tanod,Uyao
ECALLA,NOEL,CASAS,,,,ROXAS,Barangay Tanod,Uyao
LEYNES,PONCIANO,GUTIEREZ,,,,ROXAS,Barangay Tanod,Uyao
SOLEDAD,RONIE,BERNAL,,,,ROXAS,Barangay Tanod,Uyao
FRANCISCO,MARY ANN,ADLAWAN,,,,ROXAS,Day Care Worker,Uyao
GALICHA,AMELIA,MAPACPAC,,,,ROXAS,Day Care Worker,Uyao
FRANCISCO,MARIA,MANAYON,,,,ROXAS,Lupon Member,Uyao
BARCENA,MERCY,GALASAO,,,,ROXAS,Barangay Health Worker,Uyao
GUEVARRA,LORRY,BALIGUAT,,,,ROXAS,Barangay Health Worker,Uyao
GALICIA,JENNY,ALMAYDA,,,,ROXAS,Barangay Health Worker,Uyao
ANIEL,JOVIE,GEGA,,,,ROXAS,Barangay Health Worker,Uyao
GABALES,EDITHA,TAPANG,,,,ROXAS,Barangay Health Worker,Uyao
SOLANO,SONNY,GREGORIO,SR,,,ROXAS,Punong Barangay,Victoria
OJERAS,RONY,GALICIA,,,,ROXAS,Sangguniang Barangay Member,Victoria
ROSIALDA,ABONDIO,PADOGA,,,,ROXAS,Sangguniang Barangay Member,Victoria
INFANTE,J ISRAEL HOPE,ODANGO,VII,,,ROXAS,Sangguniang Barangay Member,Victoria
DAGUNO,JEVIC,GADON,,,,ROXAS,Sangguniang Barangay Member,Victoria
FERNANDO,TRANQUILINO,GAN,,,,ROXAS,Sangguniang Barangay Member,Victoria
PADUA,RUBY,SARZONA,,,,ROXAS,Sangguniang Barangay Member,Victoria
RECTO,VANESSA,MAGBANUA,,,,ROXAS,Sangguniang Barangay Member,Victoria
MAGBANUA,BEN KENNETH,CONTRERAS,,,,ROXAS,SK Chairperson,Victoria
AFRICA,REYMART,OJERAS,,,,ROXAS,SK Member,Victoria
DIMATULAC,CARK KENNETH,POTOY,,,,ROXAS,SK Member,Victoria
SARZONA,SHERWIN,D,,,,ROXAS,SK Member,Victoria
AMORES,ARNOLD,M,,,,ROXAS,SK Member,Victoria
OLARTE,MARJORIE,F,,,,ROXAS,SK Member,Victoria
AGUILON,GODFREY AARON MITCHELLE,T,,,,ROXAS,SK Member,Victoria
PERUCHO,JOVET,S,,,,ROXAS,SK Member,Victoria
AFRICA,JEAN,SANTOYO,,,,ROXAS,Barangay Treasurer,Victoria
ANTONIO,BABY RUTH,GAN,,,,ROXAS,Barangay Secretary,Victoria
PADILLA,ROMAN,RAMILO,,,,ROXAS,Punong Barangay,Little Tanauan
CASTILLO,MARLON,BAINGKO,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
MOLINAR,NOEL,ALINSUNURIN,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
CANUBAS,FERDINAND,NERI,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
CARANDANG,TITO,CORONEL,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
ONTIE,MELANIE,TANUAN,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
ONTE,CHRISTIAN,DE CASTRO,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
SALONGA,JULIA,OPENA,,,,ROXAS,Sangguniang Barangay Member,Little Tanauan
CANUBAS,YVES CIMON,SUBIJANO,,,,ROXAS,SK Chairperson,Little Tanauan
LIMBO,SHANE KIAN,CARANDANG,,,,ROXAS,SK Member,Little Tanauan
DE TORRES,FRANCIS,CUYA,,,,ROXAS,SK Member,Little Tanauan
CARANDANG,LAURENTINO,DE CASTRO,,,,ROXAS,SK Member,Little Tanauan
MONTERO,RAMY,GAJILA,,,,ROXAS,SK Member,Little Tanauan
SALIBIO,IVAN JAY,MARANAN,,,,ROXAS,SK Member,Little Tanauan
DE TORRES,SHUR SIMON,MARTIREZ,,,,ROXAS,SK Member,Little Tanauan
DE TORRES,JERALD,MARTOS,,,,ROXAS,SK Member,Little Tanauan
LAUREL,REYNALYN,VILLALOBOS,,,,ROXAS,Barangay Treasurer,Little Tanauan
SANQUE,MICHELLE,ESTRADA,,,,ROXAS,Barangay Secretary,Little Tanauan
PANALIGAN,LEALYN,SOMBILON,,,,ROXAS,Nutrition Scholar,Little Tanauan
DE TORRES,NARCISO,HERNANDEZ,,,,ROXAS,Barangay Tanod,Little Tanauan
DE TORRES,PONCIANO,HERNANDEZ,,,,ROXAS,Barangay Tanod,Little Tanauan
GACILO,HELEN,PRENDA,,,,ROXAS,Barangay Tanod,Little Tanauan
NARCISO,GERALD,NASILUAN,,,,ROXAS,Barangay Tanod,Little Tanauan
FADEROG,REY,GADO,,,,ROXAS,Barangay Tanod,Little Tanauan
CANUBAS,GLENDA,ESTRADA,,,,ROXAS,Day Care Worker,Little Tanauan
CANUBAS,MARIA VICTORIA,MERCADO,,,,ROXAS,Barangay Health Worker,Little Tanauan
ONTE,CARLA,GREGORIO,,,,ROXAS,Barangay Health Worker,Little Tanauan
LAYOSO,MERCY,ANTONICO,,,,ROXAS,Barangay Health Worker,Little Tanauan
LIMBO,MONALIZA,MONTELIBANO,,,,ROXAS,Barangay Health Worker,Little Tanauan
ILAGAN,SANNIE,ROSA,,,,SAN TEODORO,Punong Barangay,Bigaan
FLORIDA,MARLON,APOLINAR,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
SISCAR,KENNETH,RODICA,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
ROSALES,RODEL,HERRERA,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
FAJILAN,DENNIS,EVANGELISTA,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
FAJILAN,EDNA,LOSMELINDRES,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
PANGILINAN,NOEL,ARENILLO,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
BINAY,MERILY PURA,FLORIDA,,,,SAN TEODORO,Sangguniang Barangay Member,Bigaan
DELOS REYES,AIRISH,RICO,,,,SAN TEODORO,SK Chairperson,Bigaan
DEL ROSARIO,VANESA,MARQUEZ,,,,SAN TEODORO,SK Member,Bigaan
GOCOTANO,SONYBOY,MERIDA,,,,SAN TEODORO,SK Member,Bigaan
ALBARILLO,KIEN,BINAY,,,,SAN TEODORO,SK Member,Bigaan
DINOROG,CJ ENDREI,ROSA,,,,SAN TEODORO,SK Member,Bigaan
QUINTERO,RHAIAN,BETCHAYDA,,,,SAN TEODORO,SK Member,Bigaan
CAMBA,DAVE,TUIBEO,,,,SAN TEODORO,SK Member,Bigaan
ABE,RHONALYN MAE,ANILAO,,,,SAN TEODORO,SK Member,Bigaan
NOCHE,ELSIE,FERRANO,,,,SAN TEODORO,Barangay Treasurer,Bigaan
APOLINAR,RHODA,PEREZ,,,,SAN TEODORO,Barangay Secretary,Bigaan
TACUD,JOAN,FLORIDA,,,,SAN TEODORO,Nutrition Scholar,Bigaan
AMUL,BENJAMIN,PENTINIO,,,,SAN TEODORO,Barangay Tanod,Bigaan
CUSI,ERWIN,MALAPITAN,,,,SAN TEODORO,Barangay Tanod,Bigaan
GULIMLIM,ROLDAN,BAZON,,,,SAN TEODORO,Barangay Tanod,Bigaan
MENDOZA,RONALD,UNDAJARE,,,,SAN TEODORO,Barangay Tanod,Bigaan
PASKIL,CORAZON,TOLENTINO,JR,,,SAN TEODORO,Barangay Tanod,Bigaan
PEREZ,GREGORIO,FLORIDA,,,,SAN TEODORO,Barangay Tanod,Bigaan
PEREZ,PHILIP,FLORIDA,,,,SAN TEODORO,Barangay Tanod,Bigaan
ILAG,LORETO,CANDOR,,,,SAN TEODORO,Barangay Tanod,Bigaan
KANTOPLIS,BEN,CARMEN,,,,SAN TEODORO,Barangay Tanod,Bigaan
RAMOS,JENNIE,SUERTE,,,,SAN TEODORO,Day Care Worker,Bigaan
ROXAS,JOAN,ROMERO,,,,SAN TEODORO,Day Care Worker,Bigaan
AÑONUEVO,FULGENCIO,PANGANIBAN,,,,SAN TEODORO,Lupon Member,Bigaan
CAMALIG,SONNY BOY,SINAMNAYON,,,,SAN TEODORO,Lupon Member,Bigaan
CASCABEL,ALMA,BINAY,,,,SAN TEODORO,Lupon Member,Bigaan
DEL ROSARIO,JORGE,MANALO,,,,SAN TEODORO,Lupon Member,Bigaan
FLORES,VINCENT ANTHONY,GAVARRA,,,,SAN TEODORO,Lupon Member,Bigaan
FONDEVILLA,MARIA ADELA,GABA,,,,SAN TEODORO,Lupon Member,Bigaan
GARCIA,GERALDINE,PANGILINAN,,,,SAN TEODORO,Lupon Member,Bigaan
ILAGAN,EMIRELA,MARIANO,,,,SAN TEODORO,Lupon Member,Bigaan
PEREZ,MARIBETH,AMUL,,,,SAN TEODORO,Lupon Member,Bigaan
SARMIENTO,MARILOU,ALDABA,,,,SAN TEODORO,Lupon Member,Bigaan
ABE,JESSICA,FLORIDA,,,,SAN TEODORO,Barangay Health Worker,Bigaan
ALBARILLO,MARGARITA,ABREA,,,,SAN TEODORO,Barangay Health Worker,Bigaan
AMUL,DAISY,PEREZ,,,,SAN TEODORO,Barangay Health Worker,Bigaan
BACANI,MERLIZA,PALISOC,,,,SAN TEODORO,Barangay Health Worker,Bigaan
BICO,VIRGINIA,RICO,,,,SAN TEODORO,Barangay Health Worker,Bigaan
CARLINO,ADYA,GABRIEL,,,,SAN TEODORO,Barangay Health Worker,Bigaan
DELOS REYES,ADORACION,CRUZAT,,,,SAN TEODORO,Barangay Health Worker,Bigaan
QUARE,ALONA,SULIT,,,,SAN TEODORO,Barangay Health Worker,Bigaan
RAMOS,AILYN,ABELEDA,,,,SAN TEODORO,Barangay Health Worker,Bigaan
RAMOS,LIZA,NOCHE,,,,SAN TEODORO,Barangay Health Worker,Bigaan
TACUBANZA,MAYBEL,MARCELLANA,,,,SAN TEODORO,Barangay Health Worker,Bigaan
VERTUCIO,JESUSA,ANILAO,,,,SAN TEODORO,Barangay Health Worker,Bigaan
POLLO,ARVIN,MACATANGAY,,,,SAN TEODORO,Punong Barangay,Calangatan
AMAZONA,ARIEL,LACDAO,,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
MANALO,NICASIO,DE LEON,,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
BUENAFE,ARNEL,AGDAN,,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
BENGUA,JESSEBEL,FONTEJON,,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
SOLOMON,LEOPOLDO,GONZALES,JR,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
KATIGBAK,GEMMA,MANALON,,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
BAJA,RONALD,DIMALIBOT,,,,SAN TEODORO,Sangguniang Barangay Member,Calangatan
MANALO,DERICK,PEREZ,,,,SAN TEODORO,SK Chairperson,Calangatan
CUSI,BIBO,LUMANTAYAN,,,,SAN TEODORO,SK Member,Calangatan
LINUMBAY,ROLAN,CAMALIG,,,,SAN TEODORO,SK Member,Calangatan
MACUHA,SHANIA LYN,POLLO,,,,SAN TEODORO,SK Member,Calangatan
MASANGKAY,CHERE MAE,ILAG,,,,SAN TEODORO,SK Member,Calangatan
MANDANAS,CHRISTINE,BENGUA,,,,SAN TEODORO,SK Member,Calangatan
GUTIERREZ,JONALD,ALILO,,,,SAN TEODORO,SK Member,Calangatan
DELA CRUZ,MEALYN,CASEREZ,,,,SAN TEODORO,SK Member,Calangatan
RONDA,ROSARIO,BRILLANTES,,,,SAN TEODORO,Barangay Treasurer,Calangatan
MEDINA,VIAJOY,MASANGKAY,,,,SAN TEODORO,Barangay Secretary,Calangatan
BENGUA,MARGARITA,RELOJAS,,,,SAN TEODORO,Nutrition Scholar,Calangatan
BUENAFE,OLIVO,AQUINO,,,,SAN TEODORO,Barangay Tanod,Calangatan
CABINGKE,RICKY BOY,CABINGKE,,,,SAN TEODORO,Barangay Tanod,Calangatan
CAMALIG,REYNALDO,ALCAREZ,,,,SAN TEODORO,Barangay Tanod,Calangatan
CAMALIG,RABAL,LUMANTAYAN,,,,SAN TEODORO,Barangay Tanod,Calangatan
CARAIG,DENEMARK,BERSOTO,,,,SAN TEODORO,Barangay Tanod,Calangatan
EVORA,ANNABELLE,BEWGUA,,,,SAN TEODORO,Barangay Tanod,Calangatan
FUENTES,FRANCISCO,MACALINAO,,,,SAN TEODORO,Barangay Tanod,Calangatan
ROXAS,JOPHEL,POLLO,,,,SAN TEODORO,Barangay Tanod,Calangatan
SALVARON,DAYO,INES,,,,SAN TEODORO,Barangay Tanod,Calangatan
MAAYOS,FELIX,ACEVEDA,,,,SAN TEODORO,Barangay Tanod,Calangatan
ALMARIEGO,JUANITA,PEREN?A,,,,SAN TEODORO,Day Care Worker,Calangatan
BOLANDAY,MARIA,MAAYOS,,,,SAN TEODORO,Day Care Worker,Calangatan
FANOGA,NANCY,FAMISAN,,,,SAN TEODORO,Day Care Worker,Calangatan
ACEVEDA,DOLINO,MAAYOS,,,,SAN TEODORO,Lupon Member,Calangatan
BRILLANTES,JOSE,CAGUILLO,,,,SAN TEODORO,Lupon Member,Calangatan
CABINGKE,NARCISO,ALFONES,,,,SAN TEODORO,Lupon Member,Calangatan
CABINGKE,NICHOLAS,MAMO,,,,SAN TEODORO,Lupon Member,Calangatan
CAMALIG,BONIFACIO,SINAMNAYON,,,,SAN TEODORO,Lupon Member,Calangatan
DAGUMAN,MERY,BAGNASAN,,,,SAN TEODORO,Lupon Member,Calangatan
GAMAD,ARIEL,DIONISIO,,,,SAN TEODORO,Lupon Member,Calangatan
INES,ANDY,SALBAVON,,,,SAN TEODORO,Lupon Member,Calangatan
MANALO,ESTER,ENERO,,,,SAN TEODORO,Lupon Member,Calangatan
LUMANTAYAN,MICHAEL,CAMALIG,,,,SAN TEODORO,Lupon Member,Calangatan
BAYO,LUZVIMINDA,ICAL,,,,SAN TEODORO,Barangay Health Worker,Calangatan
BENGUA,DYNA,GETUABAN,,,,SAN TEODORO,Barangay Health Worker,Calangatan
CABINGKE,LINA,ALCONES,,,,SAN TEODORO,Barangay Health Worker,Calangatan
CAMALIG,BONNA,SINAMNAYON,,,,SAN TEODORO,Barangay Health Worker,Calangatan
CARAIG,CRISTYN,ROXAS,,,,SAN TEODORO,Barangay Health Worker,Calangatan
CARAIG,ROSEMARIE,VERSOTO,,,,SAN TEODORO,Barangay Health Worker,Calangatan
DAVALOS,ELIZABETH,LEONES,,,,SAN TEODORO,Barangay Health Worker,Calangatan
DE LARA,LEONIDA,TAN?ADA,,,,SAN TEODORO,Barangay Health Worker,Calangatan
LINUMBAY,ANNALYN,CAMALIG,,,,SAN TEODORO,Barangay Health Worker,Calangatan
MALE,LORIE MAE,ROLLO,,,,SAN TEODORO,Barangay Health Worker,Calangatan
MANALO,DECERIE,NAMBIO,,,,SAN TEODORO,Barangay Health Worker,Calangatan
MANALO,LEONORA,VILLAJUAN,,,,SAN TEODORO,Barangay Health Worker,Calangatan
POLLO,DIONISIA,MANIEBO,,,,SAN TEODORO,Barangay Health Worker,Calangatan
ROXAS,CHERRY ANN,MATIRA,,,,SAN TEODORO,Barangay Health Worker,Calangatan
ZULUETA,LOLITA,RAMOS,,,,SAN TEODORO,Barangay Health Worker,Calangatan
ABUTAN,LARRY,RELOX,,,,SAN TEODORO,Punong Barangay,Calsapa
ACLAN,ERIC,NAPAY,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
CRUZAT,RECTO,SALAMAT,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
PEREZ,RIAN,ASPECTO,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
BISA,JOSEPH,BACAY,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
DIMACULANGAN,JOKER,PENTINIO,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
APARATO,ALEX,VIENA,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
ABUTAN,EMERSON,PY,,,,SAN TEODORO,Sangguniang Barangay Member,Calsapa
PURAS,MA. RHODA XAHARA,GULIMLIM,,,,SAN TEODORO,SK Chairperson,Calsapa
CATAPANG,JOHN MARK,MAGBOO,,,,SAN TEODORO,SK Member,Calsapa
CRUZAT,EMARSON PEMER JEFF,MALIGALIG,,,,SAN TEODORO,SK Member,Calsapa
EVORA,LLANE MAE,RODRIGO,,,,SAN TEODORO,SK Member,Calsapa
ALMEDILLA,KEN HARVY,PEREZ,,,,SAN TEODORO,SK Member,Calsapa
POPULI,CHARLS ERRVIN,RENS,,,,SAN TEODORO,SK Member,Calsapa
SERRANO,FATE PRINCES,FETALBERO,,,,SAN TEODORO,SK Member,Calsapa
ALPAY,EDNALYN,RENS,,,,SAN TEODORO,Barangay Treasurer,Calsapa
DIMACULANGAN,MARIZA,PAMPLONA,,,,SAN TEODORO,Barangay Secretary,Calsapa
RAMENTO,ROSEMIN,DENIEGA,,,,SAN TEODORO,Nutrition Scholar,Calsapa
APOSTOL,MAXIMO,ESPIRITU,,,,SAN TEODORO,Barangay Tanod,Calsapa
DIVINAGRACIA,IVONE ANA,CASTRE,,,,SAN TEODORO,Barangay Tanod,Calsapa
MIRABETE,RACKEY,COROCOTO,,,,SAN TEODORO,Barangay Tanod,Calsapa
POPULI,LEXTER,ASPECTO,,,,SAN TEODORO,Barangay Tanod,Calsapa
PRIOL,VERGILIO,LARA,,,,SAN TEODORO,Barangay Tanod,Calsapa
RAMOS,JOHN,DIMACULANGAN,,,,SAN TEODORO,Barangay Tanod,Calsapa
SUAZO,LEONEL,ATIENZA,,,,SAN TEODORO,Barangay Tanod,Calsapa
